dashboard_id,category,sheet_name,mark_type,status,rule_id,severity,problem,fix,field_name,aggregation,field_type,shelf,annotator_label,notes
marketing/Sales Marketing Dashboard,marketing,conversion variance,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,converted visitors trend,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,customer trend,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,customers trend ,area,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,date axis,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,first time customers trend,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,order status,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,orders status,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,page view trend,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,repeat customer MT,area,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,repeat customer WT,area,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,repeat customer day,area,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,returned customers trend,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,sales channel,circle,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,sales day trend,line,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,sales month trend,line,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,sales monthly trend,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,sales week trend,line,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,shipping cost trend,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,top 10 country (customers),bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,top 10 country 2,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,top 10 country 2 (countries),bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,top 10 country visitors,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,top 5 country 1,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,visitors trend,area,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,visitors trend db,bar,Clean,,,,,,,,,,
marketing/Sales Marketing Dashboard,marketing,visitors variance,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Bar CPC,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Bar CTR,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Bar Impression,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Bar Reach,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Bar engagement,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Bar revenue,bar,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Revenue Generated' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Revenue Generated,sum,quantitative,rows,,
marketing/Social Media Marketing Dashboard,marketing,Click progress,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Engagement progress (2),bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Impression progress,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Reach Prgression,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,Signup  progress (2),bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,conversion   progress,bar,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,funnel,area,Clean,,,,,,,,,,
marketing/Social Media Marketing Dashboard,marketing,funnel explaination,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Heatmap Bar Day,bar,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Heatmap Bar Hour,bar,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Bounce,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Bounce Rate,line,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Bounce change,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Downloads,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Downloads Bar,bar,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI New/Returning,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_2041256582883201027' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_2041256582883201027,usr,quantitative,rows,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Page Views,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Page views line,bar,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Session duration,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Total Hits,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Total Hits bar,bar,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Total Video Views,bar,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Total Visits CM,bar,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,KPI Video Views,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Day,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Day Name,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Hour,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Hour activity,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most Active Hour activity.,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Most active day - Activity,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Session Duration,text,Clean,,,,,,,,,,
marketing/Web Analytics _ Marketing Dashboard,marketing,Visits KPI,text,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Time on Page Value vs Ref_Bar,bar,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Time on Page Value vs Ref_Bar&Line,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Time on Page_% Diff,text,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Unique Pageviews Value vs Ref_Bar,bar,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Unique Pageviews Value vs Ref_Bar&Line,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Avg Unique Pageviews_% Diff,text,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Avg Time on Page,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Avg Unique Pageviews,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Session Duration,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Headers_Top 5_Total Sessions,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,KPI_Avg Time on Page_Chart,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,KPI_Avg Unique Pageviews_Chart,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,KPI_Session Duration_Chart,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,KPI_Total Sessions_Chart,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Mini Trends_Avg Time on Page,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Mini Trends_Avg Unique Pageviews,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Mini Trends_Session Duration,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Mini Trends_Total Sessions,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Session Duration Value vs Ref_Bar,bar,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Session Duration Value vs Ref_Bar&Line,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Session Duration _% Diff,text,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions & Avg Unique Pageviews by Channel Grouping_Bar Chart,bar,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions (%) By Channel Grouping_Bar Chart,text,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Category_Bounce% Text,text,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Channel Grouping_Area Chart,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Device_Donut,bar,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Device_Text,text,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Sessions By Source_Progress Bar,bar,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Size Legend_For Map,circle,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Slow Pages_ Bar_Viz-in-tooltip,bar,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Total Sessions Value vs Ref_Bar,bar,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Total Sessions Value vs Ref_Bar&Line,area,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,Total Sessions_% Diff,text,Clean,,,,,,,,,,
marketing/Web Traffic Dashboard _ Digital Marketing _ VOTD,marketing,User Name & Image,circle,Clean,,,,,,,,,,
marketing/Windsor Marketing - Facebook Ads,marketing,Clicks Metrics Comparison,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Facebook Ads,marketing,Conversion Metrics Comparison,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Facebook Ads,marketing,Cost & Impressions Comparison,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Facebook Ads,marketing,Top Campaigns,square,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,CPC Y/Y (2),square,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,CPC Y/Y actual,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,CPI Y/Y,square,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,CPI Y/Y actual,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Campaigns Heatmap,square,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Clicks Metrics Comparison,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Clicks Metrics Comparison - Google Ads,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Clicks Y/Y,square,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Clicks Y/Y actual,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Conversion Metrics Comparison,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Conversion Metrics Comparison - Google Ads,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Cost & Impressions Comparison,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Cost & Impressions Comparison - Google Ads,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Customers Y/Y,square,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Customers Y/Y actual,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Net Revenue Y/Y (2),square,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Net Revenue Y/Y actual 2,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Top Campaigns,square,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Ads,marketing,Top Campaigns - Google Ads,square,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Analytics,marketing,Cost & Impressions Comparison - Google Ads,text,Clean,,,,,,,,,,
marketing/Windsor Marketing - Google Analytics,marketing,Sessions Sparkline by Channel,area,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,CPC Y/Y (2),square,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,CPC Y/Y actual,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,CPI Y/Y,square,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,CPI Y/Y actual,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Campaigns Heatmap,square,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Clicks Metrics Comparison,text,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Clicks Metrics Comparison - Google Ads,text,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Clicks Y/Y,square,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Clicks Y/Y actual,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Conversion Metrics Comparison,text,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Conversion Metrics Comparison - Google Ads,text,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Cost & Impressions Comparison,text,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Cost & Impressions Comparison - Google Ads,text,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Customers Y/Y,square,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Customers Y/Y actual,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Net Revenue Y/Y (2),square,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Net Revenue Y/Y actual 2,bar,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Top Campaigns,square,Clean,,,,,,,,,,
marketing/Windsor Marketing Dashboard,marketing,Top Campaigns - Google Ads,square,Clean,,,,,,,,,,
operations/2020 Sales Operations,operations,02,bar,Clean,,,,,,,,,,
operations/2020 Sales Operations,operations,03,square,Clean,,,,,,,,,,
operations/ACME OPERATIONS DASHBOARD OPERATOR GANTT,operations,TRELLIS GAUGE CHARTS - LANG,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_44613818578329608' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_44613818578329608,sum,quantitative,rows,,
operations/ADB Cofinancing Operations 2021,operations,covid,bar,Clean,,,,,,,,,,
operations/ADB Cofinancing Operations 2021,operations,total,bar,Clean,,,,,,,,,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 1970s",pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_3450601764604940288' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_3450601764604940288,sum,quantitative,cols,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 1980s",pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_3450601764604940288' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_3450601764604940288,sum,quantitative,cols,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 1990s",pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_3450601764604940288' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_3450601764604940288,sum,quantitative,cols,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 2000s",pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_3450601764604940288' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_3450601764604940288,sum,quantitative,cols,,
"operations/ADB Operational Approvals, 1968-2016",operations,"Region, 2010s",pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_3450601764604940288' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_3450601764604940288,sum,quantitative,cols,,
operations/Current Operations 2018,operations,By lead,pie,Clean,,,,,,,,,,
operations/Current Operations 2018,operations,By region,pie,Clean,,,,,,,,,,
operations/Current Operations 2018,operations,By type of crisis,pie,Clean,,,,,,,,,,
operations/Dashboard - Dredging Operations,operations,Count of ECC/CNC (2),pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_570268322624966657' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_570268322624966657,usr,quantitative,rows,,
operations/Dashboard - Dredging Operations,operations,Count of Equipment per Region,square,Clean,,,,,,,,,,
operations/Dashboard - Dredging Operations,operations,Equipment River Basin,square,Clean,,,,,,,,,,
operations/Dashboard - Dredging Operations,operations,Operational Status per Equipment,square,Clean,,,,,,,,,,
operations/Dashboard - Dredging Operations,operations,Sheet 18,square,Clean,,,,,,,,,,
operations/Executive Summary - Operations,operations,OPS- Abandon,bar,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'KPI %' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,KPI %,sum,quantitative,rows,,
operations/Executive Summary - Operations,operations,OPS- CSAT,bar,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'KPI %' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,KPI %,sum,quantitative,rows,,
operations/Executive Summary - Operations,operations,OPS-Call Daily Avg,square,Clean,,,,,,,,,,
operations/Executive Summary - Operations,operations,OPS-Call Vol Summary,square,Clean,,,,,,,,,,
operations/Executive Summary - Operations,operations,OPS-MI Cnt Summary,square,Clean,,,,,,,,,,
operations/Executive Summary - Operations,operations,OPS-MI Dur Summary,square,Clean,,,,,,,,,,
operations/Executive Summary - Operations,operations,OPS-MI Trend,bar,Clean,,,,,,,,,,
operations/Executive Summary - Operations,operations,OPS-SLA Trend,bar,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'KPI %' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,KPI %,sum,quantitative,cols,,
operations/Executive Summary - Operations,operations,OPS-SLA Trend-Provider,line,Clean,,,,,,,,,,
operations/Executive Summary - Operations,operations,OPS-Tier1 Sys Avail,square,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Birth Attended By Skilled Health Staff (% Of Total) - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Births attended by skilled health staff (% of total)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Births attended by skilled health staff (% of total),avg,quantitative,rows,,
operations/Fistula Operation,operations,Birth Attended By Skilled Health Staff (% Of Total)- Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Births attended by skilled health staff (% of total)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Births attended by skilled health staff (% of total),avg,quantitative,rows,,
operations/Fistula Operation,operations,Box Plot - Birth Attended By Skilled Staff - Fistula Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Birth Attended By Skilled Staff - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Female Genital Mutilation Prevelance - Fistula Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Female Genital Mutilation Prevelance - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Female Teenage Marriage - Fistula Region ,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Female Teenage Marriage - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,"Box Plot - Female, Life Expectancy - Fistula Region",circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,"Box Plot - Female, Life Expectancy - Region",circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - GDP - Fistula Region ,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - GDP - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Hospital Beds (Per 1000 People) - Fistula Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Hospital Beds (Per 1000 People) - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Life Risk At Maternal Death - Fistula Region ,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Life Risk At Maternal Death - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,"Box Plot - Male, Life Expectancy - Fistula Region",circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,"Box Plot - Male, Life Expectancy - Region",circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Nurses And Midwives ( Per 1000 People ) - Fistula Region ,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Nurses And Midwives ( Per 1000 People ) - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Teenage Mother - Fistula Region ,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Teenage Mother - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Violence on Women - Fistula Region ,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Box Plot - Violence on Women - Region,circle,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Female Genital Multilation - Women On Violence - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Female Genital Multilation - Women On Violence - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Female genital mutilation prevalence (%)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Female genital mutilation prevalence (%),sum,quantitative,rows,,
operations/Fistula Operation,operations,Female Genital Multilation - Women On Violence - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Female genital mutilation prevalence (%)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Female genital mutilation prevalence (%),sum,quantitative,rows,,
operations/Fistula Operation,operations,Female Genital Multilation - Women On Violence - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),sum,quantitative,cols,,
operations/Fistula Operation,operations,Female Genital Mutilation - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Female Genital Mutilation - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Female genital mutilation prevalence (%)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Female genital mutilation prevalence (%),avg,quantitative,cols,,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Marriage - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Marriage - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Women who were first married by age 15 (% of women ages 20-24)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Women who were first married by age 15 (% of women ages 20-24),sum,quantitative,rows,,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Marriage - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Women who were first married by age 15 (% of women ages 20-24)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Women who were first married by age 15 (% of women ages 20-24),sum,quantitative,rows,,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Marriage - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Female genital mutilation prevalence (%)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Female genital mutilation prevalence (%),sum,quantitative,cols,,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Mother - Country,pie,Clean,,,,,,,,,,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Mother - Fistula Country,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Female genital mutilation prevalence (%)' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Female genital mutilation prevalence (%),sum,quantitative,rows,,
operations/Fistula Operation,operations,Female Genital Mutilation - Teenage Mother - Fistula Country,pie,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Female genital mutilation prevalence (%)' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Female genital mutilation prevalence (%),sum,quantitative,rows,,
