dashboard_id,category,sheet_name,mark_type,status,rule_id,severity,problem,fix,field_name,aggregation,field_type,shelf,annotator_label,notes
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Category Unit Cost Breakdown,bar,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,City Volume & Unit Cost,bar,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Country Volume & Unit Cost,bar,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,FOB Color,square,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Inbound Cost,square,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,LY FOB,square,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Outbound Cost,square,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Product Group Unit Cost Breakdown,bar,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Region Volume & Unit Cost,bar,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Subcategory Unit Cost Breakdown,bar,Clean,,,,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Difference Between Scheduled and Real,bar,Clean,,,,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Late Shipment,bar,Clean,,,,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Order to Shiping,square,Clean,,,,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Profit Trend,line,Clean,,,,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Sales Status,square,Clean,,,,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Sales by Market,pie,Clean,,,,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Sales by Region,circle,Clean,,,,,,,,,,
supply_chain/DataCo Supply Chain,supply_chain,Shipping Status,square,Clean,,,,,,,,,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Cost per Shipment,square,Clean,,,,,,,,,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Cost per Unit,square,Clean,,,,,,,,,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Sales,square,Clean,,,,,,,,,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Shipment Count,square,Clean,,,,,,,,,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Weight,square,Clean,,,,,,,,,,
supply_chain/Executive Scorecard - Supply Chain,supply_chain,Weight per Shipment,square,Clean,,,,,,,,,,
supply_chain/India's Supply Chain Networks,supply_chain,Sheet 9,bar,Clean,,,,,,,,,,
supply_chain/Inventory Explorer,supply_chain,Trend,line,Clean,,,,,,,,,,
supply_chain/Inventory Explorer,supply_chain,Understock,bar,Clean,,,,,,,,,,
supply_chain/Inventory,supply_chain,OS Bar Chart,bar,Clean,,,,,,,,,,
supply_chain/Inventory,supply_chain,OS Table,bar,Clean,,,,,,,,,,
supply_chain/Inventory,supply_chain,OS Trend,bar,Clean,,,,,,,,,,
supply_chain/Inventory,supply_chain,T Bar Chart,bar,Clean,,,,,,,,,,
supply_chain/Inventory,supply_chain,T Table,bar,Clean,,,,,,,,,,
supply_chain/Inventory,supply_chain,T Trend,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain - QOH,supply_chain,bundles,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Analysis,supply_chain,Total Cost of Cut by Month,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Analysis,supply_chain,Total Quantity Shipped by Month,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_1051309060990586888' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_1051309060990586888,sum,quantitative,rows,,
supply_chain/Supply Chain Analysis,supply_chain,‘Adj Qty’ by Month – By Item Number,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0 (1),supply_chain,1) Total Spend by month,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0 (1),supply_chain,2) Shipment Count by month,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0 (1),supply_chain,Mode Legend- Exec DB,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,1) Total Spend by month,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,2) Shipment Count by month,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,"3) Buy Total, Weight, Shipment Count",pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_2760724095230838' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_2760724095230838,sum,quantitative,cols,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,Mode Legend- Exec DB,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,Status by Weight per shipment,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses max aggregation on 'Calculation_2760724095230838' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_2760724095230838,max,quantitative,cols,,
supply_chain/supply chain analytics,supply_chain,Sheet 7,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashbaord,supply_chain,1) Total Spend by month,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashbaord,supply_chain,2) Shipment Count by month,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashbaord,supply_chain,Mode Legend- Exec DB,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Cancelled Orders,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_28077129170374666' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_28077129170374666,usr,quantitative,rows,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Complete Orders ,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_28077129170374666' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_28077129170374666,usr,quantitative,rows,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Consumer,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Consumer (2),line,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Corp,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Corp (2),bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Holding,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Manager,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Pending Orders,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_28077129170374666' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_28077129170374666,usr,quantitative,rows,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Product Bump,circle,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Sheet 20,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Suspected Fraud,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_28077129170374666' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_28077129170374666,usr,quantitative,rows,,
supply_chain/Supply chain Dashboard (2),supply_chain,Profitable Category,pie,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard (2),supply_chain,Profitable Segment,circle,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard (2),supply_chain,Sales and Profit Running Total,area,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard (2),supply_chain,Sales by Category,pie,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard (2),supply_chain,Sales by Order Date,area,Clean,,,,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,Consumer Trend,line,Clean,,,,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,Corporate Trend,line,Clean,,,,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,Home Office Trend,line,Clean,,,,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,SUMMARIES,text,Clean,,,,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,Small Business Trend,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,Cost ban,area,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,Sheet 15,text,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,Units ban,circle,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,ban,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,cost ban,area,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,cost rank,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,facility line chart,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,on target?,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,supplier,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,time trend,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,who else supplies ,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (5),supply_chain,1) Total Spend by month,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (5),supply_chain,2) Shipment Count by month,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (5),supply_chain,"3) Buy Total, Weight, Shipment Count",pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_2760724095230838' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_2760724095230838,sum,quantitative,cols,,
supply_chain/Supply Chain Dashboard (5),supply_chain,"4/5) Cost per shipment, unit and weight per shipment",line,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (5),supply_chain,Mode Legend- Exec DB,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (5),supply_chain,Status by Weight per shipment,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses max aggregation on 'Calculation_2760724095230838' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_2760724095230838,max,quantitative,cols,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Distribution of  by Market Region by,circle,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Distribution of  by Shipping Mode,circle,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Late Deliv Boxplot,circle,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Late Delivery Rate vs On-Time Delivery Rate,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Overeall Late Deliv Hist,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Dashboard (6),supply_chain,"Revenue, Profit, Profit Margin",line,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Deliv Rate Trend,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Order Details 1,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Order Details 2,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Order Timeline,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Orders Trend,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Payment Details 1,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Product Details 1,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Product Details 2,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Sales Trend,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Table Picker,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Top 3 Categ Bar,bar,Clean,,,,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Top 3 State Bar,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Cost per Shipment,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Cost per Unit,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Sales,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Shipment Count,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Weight,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Weight per Shipment,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Management,supply_chain,Delivery Status By Orders,pie,Clean,,,,,,,,,,
supply_chain/Supply Chain Management,supply_chain,ShipMode By Quantity,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses min aggregation on 'Calculation_390124364787101696' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_390124364787101696,min,quantitative,rows,,
supply_chain/Supply Chain Management,supply_chain,Year By Sales and Profit,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Model (1),supply_chain,Snapshot to Forecast Modeling,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Model (2),supply_chain,Snapshot To Forecast Modelling,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Model,supply_chain,Snapshot to Forecast Modeling,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,TC by location,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,UNIT SOLD BY SKU (2),circle,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,carrier by cost,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,carrier by time,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,carrier dist,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,carriers & routes,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,inspection,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,ordered qty dist,text,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,proddist,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,quality perf,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,quality perf (2),bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,route dist,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,routes & cost,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,routes & time,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,ss by rev (2),bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,ss by rev (4),bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,stock level by ss,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,stockout by product,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,timevscost,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,top selling SKU,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Performance,supply_chain,tp mode dist,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Resilience,supply_chain,Hospital Performance Summary,circle,Clean,,,,,,,,,,
supply_chain/Supply Chain Resilience,supply_chain,Performance by Hotel Category,square,Clean,,,,,,,,,,
supply_chain/Supply Chain Resilience,supply_chain,Summary % by Section,circle,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,All Risk Events,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Commonest Categories,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Commonest Events,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Country Risk Scores,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Ctry Risk Scores,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Financial Impact,line,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Financial_Impact_USD' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Financial_Impact_USD,sum,ordinal,rows,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,High Risk Events,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,High Risk Locations,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,High Risk Suppliers,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Name,text,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Overall Country Risk,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Overall Risk,bar,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Resolution Status,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Risk Matrix,circle,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Risk Type Scores,line,Clean,,,,,,,,,,
supply_chain/Supply Chain Risk Assessment Dashboard,supply_chain,Supplier Risk Scores,line,Clean,,,,,,,,,,
supply_chain/supply chain,supply_chain,MoM OTD Trend,line,Clean,,,,,,,,,,
supply_chain/Supply Chain_ Inventory Management Analysis,supply_chain,Inventory Units,circle,Clean,,,,,,,,,,
supply_chain/Supply Chain_ Inventory Management Analysis,supply_chain,KPIs - IU,area,Clean,,,,,,,,,,
